"return_id","return_type","market","partner","logistics_provider","owner","status","created_date","due_date","last_update_date","closed_date","item_description","quantity","value_eur","currency","delay_reason","notes","source_label"
"DXR-3690","Finished device","Poland","Warsaw Health PL","EastMed Transport","Piotr Nowak","Closed","2026-06-15","2026-06-30","2026-06-28","2026-06-30","Vital signs monitor","4","65759","EUR","Inspection queue","Synthetic record: inspection queue noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3691","Service part","Denmark","Copenhagen Imaging","Atlantic MedFreight","Freja Hansen","Received","2026-06-04","2026-06-14","2026-06-25","","X-ray detector module","5","12590","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3692","Service part","Ireland","Dublin Care IE","Alpine Freight AG","Niamh Byrne","Return authorized","2026-05-24","2026-05-29","2026-06-22","","Ultrasound probe assembly","6","14221","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3693","Finished device","Switzerland","Swiss Imaging AG","TransLine Europe","Lena Meier","Awaiting market action","2026-05-13","2026-05-13","2026-07-07","","Portable ultrasound unit","1","11452","EUR","Pickup missed","Synthetic record: pickup missed noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3694","Service part","Portugal","Lisbon Diagnostics","NorthSea Freight","Ines Silva","Inspection pending","2026-05-02","2026-04-27","2026-07-04","","CT gantry sensor","2","10283","EUR","Customer site access","Synthetic record: customer site access noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3695","Service part","Norway","Oslo Care NO","EuroRoute Logistics","Kari Olsen","Customs hold","2026-04-21","2026-05-15","2026-07-01","","Image reconstruction board","3","11914","EUR","Pickup capacity","Synthetic record: pickup capacity noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3696","Finished device","Finland","Helsinki Imaging","MedMove Logistics","Aino Virtanen","In transit","2026-04-10","2026-04-29","2026-06-28","","Emergency care display","4","16345","EUR","Receiving backlog","Synthetic record: receiving backlog noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3697","Service part","Germany","MedServ DE","BritShip Medical","Anna Keller","Pickup pending","2026-06-22","2026-07-06","2026-06-25","","Detector calibration kit","5","15176","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3698","Service part","Netherlands","Hospital Partner NL","NordicRoute AB","Joost Vermeer","Closed","2026-06-11","2026-06-20","2026-06-22","2026-06-20","CT collimator module","6","16807","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3699","Finished device","France","BioClinique FR","EastMed Transport","Claire Martin","Received","2026-05-31","2026-06-04","2026-07-07","","Anesthesia workstation","1","14038","EUR","Disposition pending","Synthetic record: disposition pending noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3700","Service part","Spain","Iberia Health","Atlantic MedFreight","Marta Ruiz","Return authorized","2026-05-20","2026-05-19","2026-07-04","","Power distribution board","2","12869","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3701","Service part","Italy","Clinica Nord IT","Alpine Freight AG","Luca Romano","Awaiting market action","2026-05-09","2026-06-06","2026-07-01","","X-ray detector module","3","14500","EUR","Border processing","Synthetic record: border processing noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3702","Finished device","United Kingdom","NHS Trust Demo","TransLine Europe","Sarah Collins","Inspection pending","2026-04-28","2026-05-21","2026-06-28","","Defibrillator system","4","18931","EUR","Missing local approval","Synthetic record: missing local approval noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3703","Service part","Sweden","Nordic Care SE","NorthSea Freight","Erik Lind","Customs hold","2026-04-17","","2026-06-25","","MRI cooling pump","5","17762","EUR","Missing due date","Synthetic record: missing due date noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3704","Service part","Belgium","BeLux Diagnostics","EuroRoute Logistics","Marie Dubois","In transit","2026-06-29","2026-07-12","2026-06-22","","CT gantry sensor","6","19393","EUR","Normal processing","Synthetic record: normal processing noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3705","Finished device","Austria","Alpen Klinik AT","MedMove Logistics","Thomas Gruber","Pickup pending","2026-06-18","2026-06-26","2026-07-07","","Mobile C-arm","1","16624","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3706","Service part","Poland","Warsaw Health PL","BritShip Medical","Piotr Nowak","Closed","2026-06-07","2026-06-10","2026-07-04","2026-06-10","Gradient amplifier card","2","15455","EUR","Normal transit","Synthetic record: normal transit noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3707","Service part","Denmark","Copenhagen Imaging","NordicRoute AB","Freja Hansen","Received","2026-05-27","2026-05-25","2026-07-01","","Detector calibration kit","3","17086","EUR","Missing export document","Synthetic record: missing export document noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3708","Finished device","Ireland","Dublin Care IE","EastMed Transport","Niamh Byrne","Return authorized","2026-05-16","2026-06-12","2026-06-28","","Telemetry station","4","21517","EUR","Inspection queue","Synthetic record: inspection queue noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3709","Service part","Switzerland","Swiss Imaging AG","Atlantic MedFreight","Lena Meier","Awaiting market action","2026-05-05","2026-05-27","2026-06-25","","MRI RF coil","5","20348","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3710","Service part","Portugal","Lisbon Diagnostics","Alpine Freight AG","Ines Silva","Inspection pending","2026-04-24","2026-05-11","2026-06-22","","Power distribution board","6","21979","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3711","Finished device","Norway","Oslo Care NO","TransLine Europe","Kari Olsen","Customs hold","2026-04-13","2026-04-25","2026-07-07","","Patient monitor unit","1","19210","EUR","Pickup missed","Synthetic record: pickup missed noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3712","Service part","Finland","Helsinki Imaging","NorthSea Freight","Aino Virtanen","In transit","2026-06-25","2026-07-02","2026-07-04","","Ultrasound probe assembly","2","18041","EUR","Customer site access","Synthetic record: customer site access noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3713","Service part","Germany","MedServ DE","EuroRoute Logistics","Anna Keller","Pickup pending","2026-06-14","2026-06-16","2026-07-01","","MRI cooling pump","3","19672","EUR","Pickup capacity","Synthetic record: pickup capacity noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3714","Finished device","Netherlands","Hospital Partner NL","MedMove Logistics","Joost Vermeer","Closed","2026-06-03","2026-05-31","2026-06-28","2026-05-31","Respiratory monitor","4","24103","EUR","Receiving backlog","Synthetic record: receiving backlog noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3715","Service part","France","BioClinique FR","BritShip Medical","Claire Martin","Received","2026-05-23","2026-06-18","2026-06-25","","Image reconstruction board","5","22934","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3716","Service part","Spain","Iberia Health","NordicRoute AB","Marta Ruiz","Return authorized","2026-05-12","2026-06-02","2026-06-22","","Gradient amplifier card","6","24565","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3717","Finished device","Italy","Clinica Nord IT","EastMed Transport","Luca Romano","Awaiting market action","2026-05-01","2026-05-17","2026-07-07","","Patient telemetry receiver","1","21796","EUR","Disposition pending","Synthetic record: disposition pending noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3718","Service part","United Kingdom","NHS Trust Demo","Atlantic MedFreight","Sarah Collins","Inspection pending","2026-04-20","2026-05-01","2026-07-04","","CT collimator module","2","20627","EUR","Carrier handoff","Synthetic record: carrier handoff noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3719","Service part","Sweden","Nordic Care SE","Alpine Freight AG","Erik Lind","Customs hold","2026-04-09","2026-04-15","2026-07-01","","MRI RF coil","3","22258","EUR","Border processing","Synthetic record: border processing noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3720","Finished device","Belgium","BeLux Diagnostics","TransLine Europe","Marie Dubois","In transit","2026-06-21","2026-06-22","2026-06-28","","Vital signs monitor","4","26689","EUR","Missing local approval","Synthetic record: missing local approval noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3721","Service part","Austria","Alpen Klinik AT","NorthSea Freight","Thomas Gruber","Pickup pending","2026-06-10","2026-06-06","2026-06-25","","X-ray detector module","5","25520","EUR","Missing due date","Synthetic record: missing due date noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3722","Service part","Poland","Warsaw Health PL","EuroRoute Logistics","Piotr Nowak","Closed","2026-05-30","2026-06-24","2026-06-22","2026-06-24","Ultrasound probe assembly","6","27151","EUR","Normal processing","Synthetic record: normal processing noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3723","Finished device","Denmark","Copenhagen Imaging","MedMove Logistics","Freja Hansen","Received","2026-05-19","2026-06-08","2026-07-07","","Portable ultrasound unit","1","24382","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3724","Service part","Ireland","Dublin Care IE","BritShip Medical","Niamh Byrne","Return authorized","2026-05-08","2026-05-23","2026-07-04","","CT gantry sensor","2","23213","EUR","Normal transit","Synthetic record: normal transit noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3725","Service part","Switzerland","Swiss Imaging AG","NordicRoute AB","Lena Meier","Awaiting market action","2026-04-27","2026-05-07","2026-07-01","","Image reconstruction board","3","24844","EUR","Missing export document","Synthetic record: missing export document noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3726","Finished device","Portugal","Lisbon Diagnostics","EastMed Transport","Ines Silva","Inspection pending","2026-04-16","2026-04-21","2026-06-28","","Emergency care display","4","29275","EUR","Inspection queue","Synthetic record: inspection queue noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3727","Service part","Norway","Oslo Care NO","Atlantic MedFreight","Kari Olsen","Customs hold","2026-06-28","2026-06-28","2026-06-25","","Detector calibration kit","5","28106","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3728","Service part","Finland","Helsinki Imaging","Alpine Freight AG","Aino Virtanen","In transit","2026-06-17","2026-06-12","2026-06-22","","CT collimator module","6","29737","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3729","Finished device","Germany","MedServ DE","TransLine Europe","Anna Keller","Pickup pending","2026-06-06","2026-06-30","2026-07-07","","Anesthesia workstation","1","26968","EUR","Pickup missed","Synthetic record: pickup missed noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3730","Service part","Netherlands","Hospital Partner NL","NorthSea Freight","Joost Vermeer","Closed","2026-05-26","2026-06-14","2026-07-04","2026-06-14","Power distribution board","2","25799","EUR","Customer site access","Synthetic record: customer site access noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3731","Service part","France","BioClinique FR","EuroRoute Logistics","Claire Martin","Received","2026-05-15","2026-05-29","2026-07-01","","X-ray detector module","3","27430","EUR","Pickup capacity","Synthetic record: pickup capacity noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3732","Finished device","Spain","Iberia Health","MedMove Logistics","Marta Ruiz","Return authorized","2026-05-04","2026-05-13","2026-06-28","","Defibrillator system","4","31861","EUR","Receiving backlog","Synthetic record: receiving backlog noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3733","Service part","Italy","Clinica Nord IT","BritShip Medical","Luca Romano","Awaiting market action","2026-04-23","2026-04-27","2026-06-25","","MRI cooling pump","5","30692","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3734","Service part","United Kingdom","NHS Trust Demo","NordicRoute AB","Sarah Collins","Inspection pending","2026-04-12","2026-04-11","2026-06-22","","CT gantry sensor","6","32323","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3735","Finished device","Sweden","Nordic Care SE","EastMed Transport","Erik Lind","Customs hold","2026-06-24","2026-07-22","2026-07-07","","Mobile C-arm","1","29554","EUR","Disposition pending","Synthetic record: disposition pending noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3736","Service part","Belgium","BeLux Diagnostics","Atlantic MedFreight","Marie Dubois","In transit","2026-06-13","2026-07-06","2026-07-04","","Gradient amplifier card","2","28385","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3737","Service part","Austria","Alpen Klinik AT","Alpine Freight AG","Thomas Gruber","Pickup pending","2026-06-02","2026-06-20","2026-07-01","","Detector calibration kit","3","30016","EUR","Border processing","Synthetic record: border processing noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3738","Finished device","Poland","Warsaw Health PL","TransLine Europe","Piotr Nowak","Closed","2026-05-22","2026-06-04","2026-06-28","2026-06-04","Telemetry station","4","34447","EUR","Missing local approval","Synthetic record: missing local approval noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3739","Service part","Denmark","Copenhagen Imaging","NorthSea Freight","Freja Hansen","Received","2026-05-11","2026-05-19","2026-06-25","","MRI RF coil","5","33278","EUR","Missing due date","Synthetic record: missing due date noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3740","Service part","Ireland","Dublin Care IE","EuroRoute Logistics","Niamh Byrne","Return authorized","2026-04-30","","2026-06-22","","Power distribution board","6","34909","EUR","Missing due date","Synthetic record: missing due date noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3741","Finished device","Switzerland","Swiss Imaging AG","MedMove Logistics","Lena Meier","Awaiting market action","2026-04-19","2026-04-17","2026-07-07","","Patient monitor unit","1","32140","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3742","Service part","Portugal","Lisbon Diagnostics","BritShip Medical","Ines Silva","Inspection pending","2026-04-08","2026-05-05","2026-07-04","","Ultrasound probe assembly","2","30971","EUR","Normal transit","Synthetic record: normal transit noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3743","Service part","Norway","Oslo Care NO","NordicRoute AB","Kari Olsen","Customs hold","2026-06-20","2026-07-12","2026-07-01","","MRI cooling pump","3","32602","EUR","Missing export document","Synthetic record: missing export document noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3744","Finished device","Finland","Helsinki Imaging","EastMed Transport","Aino Virtanen","In transit","2026-06-09","2026-06-26","2026-06-28","","Respiratory monitor","4","37033","EUR","Inspection queue","Synthetic record: inspection queue noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3745","Service part","Germany","MedServ DE","Atlantic MedFreight","Anna Keller","Pickup pending","2026-05-29","2026-06-10","2026-06-25","","Image reconstruction board","5","35864","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3746","Service part","Netherlands","Hospital Partner NL","Alpine Freight AG","Joost Vermeer","Closed","2026-05-18","2026-05-25","2026-06-22","2026-05-25","Gradient amplifier card","6","37495","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3747","Finished device","France","BioClinique FR","TransLine Europe","Claire Martin","Received","2026-05-07","2026-05-09","2026-07-07","","Patient telemetry receiver","1","34726","EUR","Pickup missed","Synthetic record: pickup missed noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3748","Service part","Spain","Iberia Health","NorthSea Freight","Marta Ruiz","Return authorized","2026-04-26","2026-04-23","2026-07-04","","CT collimator module","2","33557","EUR","Customer site access","Synthetic record: customer site access noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3749","Service part","Italy","Clinica Nord IT","EuroRoute Logistics","Luca Romano","Awaiting market action","2026-04-15","2026-05-11","2026-07-01","","MRI RF coil","3","35188","EUR","Pickup capacity","Synthetic record: pickup capacity noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3750","Finished device","United Kingdom","NHS Trust Demo","MedMove Logistics","Sarah Collins","Inspection pending","2026-06-27","2026-07-18","2026-06-28","","Vital signs monitor","4","39619","EUR","Receiving backlog","Synthetic record: receiving backlog noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3751","Service part","Sweden","Nordic Care SE","BritShip Medical","Erik Lind","Customs hold","2026-06-16","2026-07-02","2026-06-25","","X-ray detector module","5","38450","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3752","Service part","Belgium","BeLux Diagnostics","NordicRoute AB","Marie Dubois","In transit","2026-06-05","2026-06-16","2026-06-22","","Ultrasound probe assembly","6","40081","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3753","Finished device","Austria","Alpen Klinik AT","EastMed Transport","Thomas Gruber","Pickup pending","2026-05-25","2026-05-31","2026-07-07","","Portable ultrasound unit","1","37312","EUR","Disposition pending","Synthetic record: disposition pending noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3754","Service part","Poland","Warsaw Health PL","Atlantic MedFreight","Piotr Nowak","Closed","2026-05-14","2026-05-15","2026-07-04","2026-05-15","CT gantry sensor","2","36143","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3755","Service part","Denmark","Copenhagen Imaging","Alpine Freight AG","Freja Hansen","Received","2026-05-03","2026-04-29","2026-07-01","","Image reconstruction board","3","37774","EUR","Border processing","Synthetic record: border processing noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3756","Finished device","Ireland","Dublin Care IE","TransLine Europe","Niamh Byrne","Return authorized","2026-04-22","2026-05-17","2026-06-28","","Emergency care display","4","42205","EUR","Missing local approval","Synthetic record: missing local approval noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3757","Service part","Switzerland","Swiss Imaging AG","NorthSea Freight","Lena Meier","Awaiting market action","2026-04-11","2026-05-01","2026-06-25","","Detector calibration kit","5","41036","EUR","Missing due date","Synthetic record: missing due date noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3758","Service part","Portugal","Lisbon Diagnostics","EuroRoute Logistics","Ines Silva","Inspection pending","2026-06-23","2026-07-08","2026-06-22","","CT collimator module","6","42667","EUR","Normal processing","Synthetic record: normal processing noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3759","Finished device","Norway","Oslo Care NO","MedMove Logistics","Kari Olsen","Customs hold","2026-06-12","2026-06-22","2026-07-07","","Anesthesia workstation","1","39898","EUR","Awaiting packaging","Synthetic record: awaiting packaging noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3760","Service part","Finland","Helsinki Imaging","BritShip Medical","Aino Virtanen","In transit","2026-06-01","2026-06-06","2026-07-04","","Power distribution board","2","38729","EUR","Normal transit","Synthetic record: normal transit noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3761","Service part","Germany","MedServ DE","NordicRoute AB","Anna Keller","Pickup pending","2026-05-21","2026-05-21","2026-07-01","","X-ray detector module","3","40360","EUR","Missing export document","Synthetic record: missing export document noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3762","Finished device","Netherlands","Hospital Partner NL","EastMed Transport","Joost Vermeer","Closed","2026-05-10","2026-05-05","2026-06-28","2026-05-05","Defibrillator system","4","44791","EUR","Inspection queue","Synthetic record: inspection queue noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3763","Service part","France","BioClinique FR","Atlantic MedFreight","Claire Martin","Received","2026-04-29","2026-05-23","2026-06-25","","MRI cooling pump","5","43622","EUR","Inspection backlog","Synthetic record: inspection backlog noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3764","Service part","Spain","Iberia Health","Alpine Freight AG","Marta Ruiz","Return authorized","2026-04-18","2026-05-07","2026-06-22","","CT gantry sensor","6","45253","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3765","Finished device","Italy","Clinica Nord IT","TransLine Europe","Luca Romano","Awaiting market action","2026-06-30","2026-07-14","2026-07-07","","Mobile C-arm","1","42484","EUR","Pickup missed","Synthetic record: pickup missed noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3766","Service part","United Kingdom","NHS Trust Demo","NorthSea Freight","Sarah Collins","Inspection pending","2026-06-19","2026-06-28","2026-07-04","","Gradient amplifier card","2","41315","EUR","Customer site access","Synthetic record: customer site access noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3767","Service part","Sweden","Nordic Care SE","EuroRoute Logistics","Erik Lind","Customs hold","2026-06-08","2026-06-12","2026-07-01","","Detector calibration kit","3","42946","EUR","Pickup capacity","Synthetic record: pickup capacity noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3768","Finished device","Belgium","BeLux Diagnostics","MedMove Logistics","Marie Dubois","In transit","2026-05-28","2026-05-27","2026-06-28","","Telemetry station","4","47377","EUR","Receiving backlog","Synthetic record: receiving backlog noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3769","Service part","Austria","Alpen Klinik AT","BritShip Medical","Thomas Gruber","Pickup pending","2026-05-17","2026-06-14","2026-06-25","","MRI RF coil","5","46208","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3770","Service part","Poland","Warsaw Health PL","NordicRoute AB","Piotr Nowak","Closed","2026-05-06","2026-05-29","2026-06-22","2026-05-29","Power distribution board","6","47839","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3771","Finished device","Denmark","Copenhagen Imaging","EastMed Transport","Freja Hansen","Received","2026-04-25","2026-05-13","2026-07-07","","Patient monitor unit","1","45070","EUR","Disposition pending","Synthetic record: disposition pending noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3772","Service part","Ireland","Dublin Care IE","Atlantic MedFreight","Niamh Byrne","Return authorized","2026-04-14","2026-04-27","2026-07-04","","Ultrasound probe assembly","2","43901","EUR","Carrier handoff","Synthetic record: carrier handoff noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3773","Service part","Switzerland","Swiss Imaging AG","Alpine Freight AG","Lena Meier","Awaiting market action","2026-06-26","2026-07-04","2026-07-01","","MRI cooling pump","3","45532","EUR","Border processing","Synthetic record: border processing noted for Switzerland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3774","Finished device","Portugal","Lisbon Diagnostics","TransLine Europe","Ines Silva","Inspection pending","2026-06-15","2026-06-18","2026-06-28","","Respiratory monitor","4","49963","EUR","Missing local approval","Synthetic record: missing local approval noted for Portugal return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3775","Service part","Norway","Oslo Care NO","NorthSea Freight","Kari Olsen","Customs hold","2026-06-04","2026-06-02","2026-06-25","","Image reconstruction board","5","48794","EUR","Missing due date","Synthetic record: missing due date noted for Norway return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3776","Service part","Finland","Helsinki Imaging","EuroRoute Logistics","Aino Virtanen","In transit","2026-05-24","2026-06-20","2026-06-22","","Gradient amplifier card","6","50425","EUR","Normal processing","Synthetic record: normal processing noted for Finland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3777","Finished device","Germany","MedServ DE","MedMove Logistics","Anna Keller","Pickup pending","2026-05-13","","2026-07-07","","Patient telemetry receiver","1","47656","EUR","Missing due date","Synthetic record: missing due date noted for Germany return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3778","Service part","Netherlands","Hospital Partner NL","BritShip Medical","Joost Vermeer","Closed","2026-05-02","2026-05-19","2026-07-04","2026-05-19","CT collimator module","2","46487","EUR","Normal transit","Synthetic record: normal transit noted for Netherlands return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3779","Service part","France","BioClinique FR","NordicRoute AB","Claire Martin","Received","2026-04-21","2026-05-03","2026-07-01","","MRI RF coil","3","48118","EUR","Missing export document","Synthetic record: missing export document noted for France return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3780","Finished device","Spain","Iberia Health","EastMed Transport","Marta Ruiz","Return authorized","2026-04-10","2026-04-17","2026-06-28","","Vital signs monitor","4","52549","EUR","Inspection queue","Synthetic record: inspection queue noted for Spain return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3781","Service part","Italy","Clinica Nord IT","Atlantic MedFreight","Luca Romano","Awaiting market action","2026-06-22","2026-06-24","2026-06-25","","X-ray detector module","5","51380","EUR","Inspection backlog","Synthetic record: inspection backlog noted for Italy return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3782","Service part","United Kingdom","NHS Trust Demo","Alpine Freight AG","Sarah Collins","Inspection pending","2026-06-11","2026-06-08","2026-06-22","","Ultrasound probe assembly","6","53011","EUR","Awaiting pickup window","Synthetic record: awaiting pickup window noted for United Kingdom return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3783","Finished device","Sweden","Nordic Care SE","TransLine Europe","Erik Lind","Customs hold","2026-05-31","2026-06-26","2026-07-07","","Portable ultrasound unit","1","50242","EUR","Pickup missed","Synthetic record: pickup missed noted for Sweden return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3784","Service part","Belgium","BeLux Diagnostics","NorthSea Freight","Marie Dubois","In transit","2026-05-20","2026-06-10","2026-07-04","","CT gantry sensor","2","49073","EUR","Customer site access","Synthetic record: customer site access noted for Belgium return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3785","Service part","Austria","Alpen Klinik AT","EuroRoute Logistics","Thomas Gruber","Pickup pending","2026-05-09","2026-05-25","2026-07-01","","Image reconstruction board","3","50704","EUR","Pickup capacity","Synthetic record: pickup capacity noted for Austria return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3786","Finished device","Poland","Warsaw Health PL","MedMove Logistics","Piotr Nowak","Closed","2026-04-28","2026-05-09","2026-06-28","2026-05-09","Emergency care display","4","55135","EUR","Receiving backlog","Synthetic record: receiving backlog noted for Poland return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3787","Service part","Denmark","Copenhagen Imaging","BritShip Medical","Freja Hansen","Received","2026-04-17","2026-04-23","2026-06-25","","Detector calibration kit","5","53966","EUR","Pickup reschedule","Synthetic record: pickup reschedule noted for Denmark return; generated for scale testing only.","Synthetic generated demo data"
"DXR-3788","Service part","Ireland","Dublin Care IE","NordicRoute AB","Niamh Byrne","Return authorized","2026-06-29","2026-06-30","2026-06-22","","CT collimator module","6","55597","EUR","Commodity code mismatch","Synthetic record: commodity code mismatch noted for Ireland return; generated for scale testing only.","Synthetic generated demo data"
